

"NE Operation Log Records_20210611_184457"
"Save Time: 2021-06-11 18:45:07"
"User Name:admin"
""

"Total 3,099 Records"

"User","User Type","Terminal","Start Time","End Time","Result","Command","Rollback Command","Information","NE Type","NE Name"
minjaj,EMS,10.12.14.26,2021-05-05 11:49:23,2021-05-05 11:49:23,Succeeded,apn home, ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 11:44:35,2021-05-05 11:44:35,Succeeded,apn ims, ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 11:40:39,2021-05-05 11:40:39,Succeeded,quit, ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 11:38:02,2021-05-05 11:38:02,Succeeded,apn home, ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 11:36:47,2021-05-05 11:36:47,Succeeded,"LST MUSTMODPWD:OP=""minjaj"";", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 11:36:40,2021-05-05 11:36:40,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.14.26---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""F3757E9FE987FEC1162723DA451A472A"",SID=3192387518;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 11:35:16,2021-05-05 11:35:16,Succeeded,"CRE TRC_USER:OP=MSISDN,MSISDN=""255742357196"",MT=GTPC-1&AAA-1&SCEF-1&UP-1&DOWN-1&LPUv4_UP-1&LPUv4_DOWN-1&GY-1&PPP-1&L2TP-1&GX-1&GXC-1&DHCPV4-1&DHCPV6-1&IPV6-1&S6B-1&PMIPV6-1&ICAP-1&S18-1&EMS_SIGNALING-1&EMS_SA-1&EMS_DROP_DATA-1&MSE_UP-1&MSE_DOWN-1&EMS_MSE_DROP_DATA-1&NAP_UP-1&NAP_DOWN-1&EMS_WO_DATA-1&EMS_VO_DATA-1&EMS_NAP_DROP_DATA-1&EMS_MSE_TCPPROXY-1&EMS_MSE_MSD-1&EMS_ICAP_MESSAGE-1&EMS_RESERVE-1&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 11:33:15,2021-05-05 11:33:15,Succeeded,"LGI:op=""minjaj"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""10.12.14.26---O&M System"",AUTHTYPE=CHAP,RAND=""DA0CE2AA47B7082DA65DDED0B4494C49"",SID=1147727953;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 11:33:03,2021-05-05 11:33:03,Succeeded,"LST MUSTMODPWD:OP=""minjaj"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 11:32:56,2021-05-05 11:32:56,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.14.26---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""AE1DF2017438C3117B1C05B3DBC4B92D"",SID=1147727953;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 11:08:35,2021-05-05 11:08:35,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 11:08:34,2021-05-05 11:08:34,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=CHAP,HASHAL=SHA256,SID=2324214602;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 11:08:24,2021-05-05 11:08:24,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.14.26---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""DECCA91305FF0D1CD9827A1AAA84084C"",SID=2324214602;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 11:03:30,2021-05-05 11:03:30,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 11:03:29,2021-05-05 11:03:29,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=CHAP,HASHAL=SHA256,SID=2464470513;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 11:03:17,2021-05-05 11:03:17,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.14.26---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""FBE8651A3893B732B99DBCD2C732423A"",SID=2464470513;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 10:55:03,2021-05-05 10:55:03,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 10:55:02,2021-05-05 10:55:02,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=CHAP,HASHAL=SHA256,SID=2237125564;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 10:54:47,2021-05-05 10:54:47,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.26,2021-05-05 10:54:44,2021-05-05 10:54:44,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=0;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
vmhina,EMS,192.168.104.37,2021-05-05 10:09:04,2021-05-05 10:09:04,Succeeded,"LGI:op=""vmhina"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""192.168.104.37---O&M System"",AUTHTYPE=CHAP,RAND=""BF0F534F747929353B3DBBD6DB8AAD78"",SID=1567637662;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
vmhina,EMS,192.168.104.37,2021-05-05 10:08:56,2021-05-05 10:08:56,Succeeded,"LST MUSTMODPWD:OP=""vmhina"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
vmhina,EMS,192.168.104.37,2021-05-05 10:08:48,2021-05-05 10:08:48,Succeeded,"LGI:OP=""vmhina"",PWD =""*****"",SER=""192.168.104.37---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""BD000412207D597C1B26043DE83ECABC"",SID=1567637662;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.10,2021-05-05 21:24:35,2021-05-05 21:24:35,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.10,2021-05-05 21:24:34,2021-05-05 21:24:34,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=CHAP,HASHAL=SHA256,SID=310897281;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.10,2021-05-05 21:20:51,2021-05-05 21:20:51,Succeeded,"LGI:op=""minjaj"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""10.12.14.10---O&M System"",AUTHTYPE=CHAP,RAND=""784531495F5FF60913932528571A616A"",SID=310897281;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.10,2021-05-05 21:20:43,2021-05-05 21:20:43,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.10,2021-05-05 21:20:40,2021-05-05 21:20:40,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=0;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.10,2021-05-05 20:42:13,2021-05-05 20:42:13,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.10,2021-05-05 20:42:12,2021-05-05 20:42:12,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=CHAP,HASHAL=SHA256,SID=2848999741;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
minjaj,EMS,10.12.14.10,2021-05-05 20:42:02,2021-05-05 20:42:02,Succeeded,"LGI:OP=""minjaj"",PWD =""*****"",SER=""10.12.14.10---O&M System"",DN=EMS,ENCRYPTPWD=Plaintext,AUTHTYPE=PUBLICKEY,RAND=""E8808F1E88A9C5C201D2BE9C0D7FED8A"",SID=2848999741;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
EMS\vmhina,EMS,192.168.104.37,2021-05-12 10:06:56,2021-05-12 10:06:56,Failed,"DSP MMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043063"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,MbeziUS9810
EMS\hmogasa,EMS,192.168.104.37,2021-05-12 12:47:55,2021-05-12 12:47:55,Succeeded,"LST CONNECTPLMN: MCC=""436"", MNC=""05"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Operation succeeded(0),USN,MbeziUS9810
EMS\hmogasa,EMS,192.168.104.37,2021-05-12 13:20:52,2021-05-12 13:20:53,Succeeded,"TST DNS: SRN=0, SN=1, QRYTYPE=A, FQDN=""internet.zet-mobile.tj.mnc005.mcc436.gprs"", RSVTP=ALL, IPT=IPV4;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Operation succeeded(0),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-12 14:11:26,2021-05-12 14:11:26,Succeeded,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640044168970020"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Operation succeeded(0),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-19 10:52:35,2021-05-19 10:52:35,Failed,"DSP MMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043022"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-19 11:09:22,2021-05-19 11:09:22,Succeeded,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045006551261"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Operation succeeded(0),USN,MbeziUS9810
EMS\vmhina,EMS,192.168.104.37,2021-05-26 09:37:22,2021-05-26 09:37:22,Succeeded,"DSP MMCTX: QUERYOPT=BYIMSI, IMSI=""640044126988647"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Operation succeeded(0),USN,MbeziUS9810
EMS\hmogasa,EMS,192.168.104.37,2021-05-26 15:13:12,2021-05-26 15:13:12,Succeeded,LST S1ACCAREALST:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Operation succeeded(0),USN,MbeziUS9810
EMS\hmogasa,EMS,192.168.104.37,2021-05-26 15:27:25,2021-05-26 15:27:26,Succeeded,"ADD S1ACCAREALST: AREA=AG, AREAID=1, SUBRANGE=SPECIAL_IMSIPRE, IMSIPRE=""302690500085202"", CTRLTYPE=ALLOW, SPECSUB=NO, ENBIND=NO;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Operation succeeded(0),USN,MbeziUS9810
EMS\hmogasa,EMS,192.168.104.37,2021-05-26 16:07:10,2021-05-26 16:07:10,Failed,"ADD S1ACCAREALST: AREA=AG, AREAID=1, SUBRANGE=SPECIAL_IMSIPRE, IMSIPRE=""302690500085300"", CTRLTYPE=ALLOW, SPECSUB=NO, ENBIND=NO;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record Duplicate(1354831870),USN,MbeziUS9810
sshirima,EMS,192.168.104.37,2021-05-26 17:46:14,2021-05-26 17:46:14,Succeeded,radius-server group internet.radius.vodacom&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Mbezi_UGW
sshirima,EMS,192.168.104.37,2021-05-26 17:45:40,2021-05-26 17:45:40,Succeeded,quit&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Mbezi_UGW
sshirima,EMS,192.168.104.37,2021-05-26 17:36:24,2021-05-26 17:36:24,Succeeded,quit&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Mbezi_UGW
hmogasa,EMS,192.168.104.37,2021-05-26 13:09:04,2021-05-26 13:09:04,Succeeded,"CRE TRC_USER:OP=IMSI,IMSI=""640044168990865"",MT=GTPC-1&UP-1&DOWN-1&LPUv4_UP-1&LPUv4_DOWN-1&GY-1&GX-1&EMS_SIGNALING-1&EMS_SA-1&EMS_GX-1&EMS_GY-1;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
hmogasa,EMS,192.168.104.37,2021-05-26 13:09:03,2021-05-26 13:09:03,Succeeded,"CRE TRC_USER:OP=IMSI,IMSI=""640045014998931"",MT=UP-1&DOWN-1&GY-1&GX-1&EMS_SIGNALING-1&EMS_SA-1&EMS_GX-1&EMS_GY-1;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Mbezi_UGW
EMS\sshirima,EMS,192.168.104.37,2021-05-11 14:41:41,2021-05-11 14:41:41,Succeeded,"DSP IMSI: MSISDN=""255752256860"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Operation succeeded(0),USN,KwaleUSN9810
EMS\sshirima,EMS,192.168.104.37,2021-05-11 14:44:10,2021-05-11 14:44:10,Failed,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045016021046"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,KwaleUSN9810
EMS\sshirima,EMS,192.168.104.37,2021-05-11 15:45:04,2021-05-11 15:45:04,Failed,"DSP MMCTX: QUERYOPT=BYIMSI, IMSI=""214016502688883"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,KwaleUSN9810
EMS\sshirima,EMS,192.168.104.37,2021-05-11 15:46:32,2021-05-11 15:46:32,Failed,"DSP IMSI: MSISDN=""34672634130"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,KwaleUSN9810
EMS\sshirima,EMS,192.168.104.37,2021-05-11 15:48:57,2021-05-11 15:48:57,Failed,"DSP MMCTX: QUERYOPT=BYIMSI, IMSI=""214016502688883"";&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,KwaleUSN9810
EMS\vmhina,EMS,192.168.104.37,2021-05-11 17:06:03,2021-05-11 17:06:03,Failed,"DSP SMCTX: QUERYOPT=BYIMSI, IMSI=""640045015043063"", IDTYPE=BYBEARID/NSAPI;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Record does not exist.(1354764291),USN,KwaleUSN9810
EMS\sshirima,EMS,192.168.104.37,2021-05-18 15:52:34,2021-05-18 15:52:34,Succeeded,LST S1USRSECPARA:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Operation succeeded(0),USN,KwaleUSN9810
EMS\sshirima,EMS,192.168.104.37,2021-05-18 16:14:44,2021-05-18 16:14:44,Succeeded,LST GBAUTHCIPH:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Operation succeeded(0),USN,KwaleUSN9810
EMS\sshirima,EMS,192.168.104.37,2021-05-18 16:16:10,2021-05-18 16:16:10,Succeeded,LST IUAUTHCIPH:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Operation succeeded(0),USN,KwaleUSN9810
EMS\sshirima,EMS,192.168.104.37,2021-05-18 16:16:57,2021-05-18 16:16:57,Failed,LST ALGPRIORITY:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,There is no data in the table.(1354804526),USN,KwaleUSN9810
EMS\sshirima,EMS,192.168.104.37,2021-05-18 16:17:06,2021-05-18 16:17:06,Succeeded,LST S1USRSECPARA:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Operation succeeded(0),USN,KwaleUSN9810
hmogasa,EMS,192.168.104.37,2021-05-18 16:37:21,2021-05-18 16:37:21,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
hmogasa,EMS,192.168.104.37,2021-05-18 16:37:18,2021-05-18 16:37:18,Succeeded,"LGI REQUEST:OP=""hmogasa"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=684400679;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.219,2021-05-18 16:04:19,2021-05-18 16:04:19,Succeeded,"LGI:op=""minjaj"",PWD=""*****"",DN=EMS,ENCRYPTPWD=Plaintext,SER=""10.12.15.219---O&M System"",AUTHTYPE=CHAP,RAND=""79A6D142115498211E40F34BEE70E77F"",SID=2089208696;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.219,2021-05-18 16:04:05,2021-05-18 16:04:05,Succeeded,"CRE TRC_USER:OP=MSISDN,MSISDN=""255745373747"",MT=GTPC-1&AAA-1&SCEF-1&UP-1&DOWN-1&LPUv4_UP-1&LPUv4_DOWN-1&GY-1&PPP-1&L2TP-1&GX-1&GXC-1&DHCPV4-1&DHCPV6-1&IPV6-1&S6B-1&PMIPV6-1&ICAP-1&S18-1&EMS_SIGNALING-1&EMS_SA-1&EMS_DROP_DATA-1&MSE_UP-1&MSE_DOWN-1&EMS_MSE_DROP_DATA-1&NAP_UP-1&NAP_DOWN-1&EMS_WO_DATA-1&EMS_VO_DATA-1&EMS_NAP_DROP_DATA-1&EMS_MSE_TCPPROXY-1&EMS_MSE_MSD-1&EMS_ICAP_MESSAGE-1&EMS_RESERVE-1&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
sshirima,EMS,192.168.104.37,2021-05-18 14:58:20,2021-05-18 14:58:20,Succeeded,"CRE TRC_USER:OP=MSISDN,MSISDN=""255752367483"",MT=GTPC-1&AAA-1&SCEF-1&UP-1&DOWN-1&LPUv4_UP-1&LPUv4_DOWN-1&GY-1&PPP-1&L2TP-1&GX-1&GXC-1&DHCPV4-1&DHCPV6-1&IPV6-1&S6B-1&PMIPV6-1&ICAP-1&S18-1&EMS_SIGNALING-1&EMS_SA-1&EMS_DROP_DATA-1&MSE_UP-1&MSE_DOWN-1&EMS_MSE_DROP_DATA-1&NAP_UP-1&NAP_DOWN-1&EMS_WO_DATA-1&EMS_VO_DATA-1&EMS_NAP_DROP_DATA-1&EMS_MSE_TCPPROXY-1&EMS_MSE_MSD-1&EMS_ICAP_MESSAGE-1&EMS_RESERVE-1&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.219,2021-05-18 14:38:45,2021-05-18 14:38:45,Succeeded,SET LINK:;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.219,2021-05-18 14:38:42,2021-05-18 14:38:42,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=2089208696;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.219,2021-05-18 13:06:56,2021-05-18 13:06:56,Succeeded,deactive pdpcontext msisdn 255745373747&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.219,2021-05-18 13:06:04,2021-05-18 13:06:04,Succeeded,system-view&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.219,2021-05-18 12:58:39,2021-05-18 12:58:39,Succeeded,ping -a 10.140.34.254 -vpn-instance EPC_IPSEC_TRAFFIC 41.223.4.97&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.219,2021-05-18 12:15:21,2021-05-18 12:15:21,Succeeded,"LGI REQUEST:OP=""minjaj"",DN=EMS,AUTHTYPE=PUBLICKEY,HASHAL=SHA256,SID=2089208696;&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;", ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.219,2021-05-18 11:56:16,2021-05-18 11:56:16,Succeeded,ping -a 10.145.4.254 -vpn-instance VPN_MORUWASA 41.223.4.97&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.219,2021-05-18 11:53:49,2021-05-18 11:53:49,Succeeded,ping -a 10.145.4.254 -vpn-instance VPN_MORUWASA 41.223.4.97&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.219,2021-05-18 11:46:11,2021-05-18 11:46:11,Succeeded,tracert -a 10.140.34.254 -vpn-instance EPC_IPSEC_TRAFFIC 41.223.4.97&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.219,2021-05-18 11:33:59,2021-05-18 11:33:59,Succeeded,ping -a 10.145.4.254 -vpn-instance VPN_MORUWASA 41.223.4.97&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.219,2021-05-18 11:33:02,2021-05-18 11:33:02,Succeeded,tracert -a 10.140.34.254 -vpn-instance EPC_IPSEC_TRAFFIC 41.223.4.97&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.219,2021-05-18 11:29:39,2021-05-18 11:29:39,Succeeded,tracert -a 10.145.4.254 -vpn-instance VPN_MORUWASA 102.69.165.103&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.219,2021-05-18 11:28:46,2021-05-18 11:28:46,Succeeded,quit&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
minjaj,EMS,10.12.15.219,2021-05-18 11:28:44,2021-05-18 11:28:44,Succeeded,ip address 10.145.4.254 255.255.255.255&EMS_GX-1&EMS_GY-1&EMS_VOLTE_MONITOR-1&FLOW_STATISTICS-1;, ,Execution succeeded,UGW,Kwale_UGW
